millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),bmptemp(*C),bmppres(PA),bmpalt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],NO2[0-1023],CO[0-1023],NH3[0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,
5804595,-3.13,18310,0.00,52.17,12305.69,-40.42,18056.26,12403.88,1325.683,-465.820,-1096.191,-182.565,-55.481,15.427,-1.800,38.550,40.200,0,0,0,171,955,47.90,0.90,0.03,0,
5805985,-3.20,18479,0.00,52.53,12250.10,-40.43,18179.84,12362.41,216.309,803.711,493.164,-38.084,-25.885,154.237,-20.100,13.050,54.900,0,0,0,213,957,47.94,0.90,0.03,0,
5807387,-3.28,18644,0.00,52.27,12186.74,-40.48,18370.44,12298.90,289.062,429.687,439.453,-37.847,-13.183,-43.389,-10.500,39.150,29.100,0,0,0,186,957,47.88,0.90,0.03,0,
5808778,-3.35,18823,0.00,52.11,12126.83,-40.55,18561.33,12235.83,326.660,624.023,576.660,10.015,151.664,55.443,-11.250,6.600,61.500,0,0,0,171,953,47.87,0.90,0.03,0,
5810168,-3.43,18994,0.00,52.07,12076.72,-40.62,18683.83,12195.63,293.457,758.789,490.234,-81.466,-99.099,-15.618,1.800,42.750,21.000,0,0,0,187,955,47.91,0.90,0.03,0,
5811561,-3.51,19167,0.00,52.30,12018.95,-40.72,18874.54,12133.47,567.871,658.203,527.344,54.931,89.405,-21.649,-17.100,9.600,57.900,0,0,0,183,957,47.96,0.90,0.03,0,
5812952,-3.59,19338,0.00,52.43,11967.64,-40.85,19061.12,12073.14,358.887,930.664,393.066,68.496,-48.450,61.992,8.700,40.200,37.200,0,0,0,178,958,47.95,0.90,0.03,0,
5814342,-3.67,19505,0.00,52.04,11913.52,-40.94,19183.07,12033.97,187.988,718.262,591.797,-8.634,-175.405,-7.191,-27.150,28.050,26.250,0,0,0,153,956,48.04,0.91,0.03,0,
5815736,-3.76,19647,0.00,52.37,11866.37,-41.07,19379.16,11971.40,168.457,786.133,911.621,106.550,235.840,-160.206,17.100,8.850,61.200,0,0,0,211,956,47.98,0.90,0.03,0,
5817126,-3.84,19827,0.00,52.11,11818.88,-41.23,19556.31,11915.32,-277.344,465.820,707.031,48.481,-217.740,-250.137,24.900,31.800,39.300,0,0,0,390,958,48.03,0.91,0.03,0,
5818517,-3.92,19952,0.00,52.86,11775.09,-41.29,19671.71,11879.01,-45.410,1000.488,862.305,-82.542,-250.137,-105.534,12.750,5.400,63.300,0,0,0,268,960,48.07,0.91,0.03,0,
5819912,-4.01,20104,0.00,53.78,11728.47,-41.35,19848.11,11823.83,-261.230,702.148,795.410,34.855,-3.305,-158.084,42.450,5.250,39.450,0,0,0,231,960,48.01,0.91,0.03,1,
5821301,-4.09,20284,0.00,54.16,11674.79,-41.35,19969.59,11786.06,-40.039,938.965,778.809,-78.855,10.076,-250.137,-19.950,33.150,30.150,0,0,0,233,945,47.45,0.89,0.03,0,
5822692,-4.17,20442,0.00,53.71,11621.49,-41.37,20159.06,11727.53,-264.160,678.711,669.922,64.847,56.634,123.901,23.850,39.900,26.700,0,0,0,201,947,47.49,0.90,0.03,0,
5824083,-4.26,20632,0.00,53.81,11567.04,-41.28,20351.80,11668.43,-230.957,900.879,470.215,101.664,-86.634,-101.443,28.950,37.500,24.450,0,0,0,188,947,47.44,0.89,0.03,0,
5825473,-4.34,20808,0.00,53.64,11508.79,-41.17,20477.03,11630.29,120.605,720.215,697.754,0.450,-33.908,-113.321,27.000,30.150,45.300,0,0,0,182,947,47.38,0.89,0.03,0,
5826862,-4.42,20996,0.00,53.23,11459.29,-41.03,20664.12,11573.64,215.332,849.121,395.996,103.008,167.237,93.954,-28.950,18.900,39.000,0,0,0,192,942,47.31,0.89,0.03,0,
5828253,-4.51,21160,0.00,53.50,11404.80,-40.94,20860.20,11514.71,204.590,612.793,419.434,10.435,127.626,61.924,-19.200,13.650,54.750,0,0,0,173,943,47.31,0.89,0.03,0,
5829644,-4.59,21350,0.00,53.71,11354.79,-40.90,20987.99,11476.56,169.922,1328.125,770.019,-89.679,-71.099,-117.954,-23.250,24.750,40.200,0,0,0,179,944,47.30,0.89,0.03,0,
5831033,-4.68,21500,0.00,53.61,11310.64,-40.82,21176.50,11420.61,269.043,1123.047,694.336,60.740,-2.992,-5.397,7.500,43.350,25.200,0,0,0,180,947,47.40,0.89,0.03,0,
5832427,-4.76,21683,0.00,53.57,11258.33,-40.73,21370.21,11363.53,19.531,935.059,671.875,-32.649,-250.137,-131.542,27.300,30.450,42.450,0,0,0,162,941,47.28,0.89,0.03,0,
5833818,-4.85,21847,0.00,53.54,11207.81,-40.68,21499.09,11325.79,164.551,1197.754,538.574,52.840,41.237,36.847,20.550,34.950,44.400,0,0,0,185,942,47.28,0.89,0.03,0,
5835207,-4.93,22031,0.00,53.81,11153.62,-40.59,21699.24,11267.53,1999.939,-611.816,-1763.672,-157.710,46.321,8.076,28.650,31.050,38.550,0,0,0,197,942,47.22,0.89,0.03,1,
5836601,-5.02,22219,0.00,54.06,11098.95,-40.52,21829.24,11229.93,-46.387,640.137,1081.055,-102.542,-102.763,39.252,-2.400,41.700,28.500,0,0,0,161,942,47.17,0.89,0.03,0,
5837991,-5.10,22390,0.00,54.06,11044.66,-40.45,22026.04,11173.35,-138.672,1415.039,919.922,85.824,-94.519,15.168,-16.050,16.200,55.650,0,0,0,246,943,47.16,0.89,0.03,0,
5839382,-5.18,22596,0.00,54.13,10993.82,-40.37,22230.42,11115.02,174.316,1057.129,761.230,119.618,250.130,-69.634,10.350,33.900,45.000,0,0,0,116,942,47.29,0.89,0.03,0,
5840783,-5.27,22792,0.00,53.95,10938.03,-40.31,22364.79,11076.91,1.953,169.922,316.895,-14.626,-17.298,-50.481,-6.000,-12.000,63.000,0,0,0,130,943,47.29,0.89,0.03,0,
5842172,-5.35,22963,0.00,54.34,10889.54,-40.23,22562.76,11021.09,19.043,576.172,421.875,-36.779,-13.725,-192.351,8.100,43.500,22.800,0,0,0,179,943,47.23,0.89,0.03,1,
5843563,-5.44,23139,0.00,54.76,10847.93,-40.16,22761.70,10965.40,183.594,478.027,483.398,89.817,57.046,-21.504,-28.050,19.350,43.200,0,0,0,176,943,47.18,0.89,0.03,0,
5844957,-5.52,23310,0.00,55.12,10797.25,-40.12,22890.85,10929.46,413.086,590.820,319.824,-71.023,250.130,85.397,-27.750,19.800,-0.300,0,0,0,196,942,47.31,0.89,0.03,0,
5846347,-5.60,23501,0.00,55.09,10746.36,-40.09,23097.95,10872.16,448.242,779.785,359.375,-146.595,193.634,71.214,-29.850,14.400,43.500,0,0,0,208,942,47.25,0.89,0.03,0,
5847737,-5.69,23696,0.00,55.27,10685.82,-40.13,23293.40,10818.47,-483.398,973.144,853.027,-144.344,-250.137,-250.137,9.300,38.700,12.150,0,0,0,390,943,47.25,0.89,0.03,0,
5849131,-5.78,23903,0.00,55.34,10642.87,-40.14,23429.01,10781.43,87.891,1017.090,558.594,63.168,-104.107,-82.130,25.650,29.550,43.650,0,0,0,262,943,47.19,0.89,0.03,0,
5850519,-5.86,24079,0.00,55.42,10595.61,-40.17,23628.27,10727.32,-183.105,1609.863,683.594,136.580,-123.282,-77.443,27.300,24.450,50.100,0,0,0,195,943,47.38,0.89,0.03,0,
5851911,-5.94,24228,0.00,55.53,10555.26,-40.18,23761.63,10691.31,148.438,607.910,565.430,114.534,178.168,169.298,-5.700,40.950,32.400,0,0,0,162,944,47.37,0.89,0.03,0,
5853304,-6.03,24391,0.00,55.86,10508.79,-40.21,23961.98,10637.52,344.238,723.633,300.293,66.351,-250.137,-6.466,-7.350,42.000,26.100,0,0,0,261,945,47.37,0.89,0.03,0,
5854694,-6.11,24569,0.00,55.86,10461.28,-40.20,24163.32,10583.83,-107.910,798.828,673.340,15.710,121.588,144.634,-13.950,28.200,46.500,0,0,0,181,945,47.31,0.89,0.03,0,
5856084,-6.20,24742,0.00,56.24,10414.83,-40.19,24300.18,10547.54,-62.500,934.082,480.469,-64.275,-185.809,-66.275,-8.100,21.300,56.250,0,0,0,175,946,47.31,0.89,0.03,0,
5857478,-6.28,24949,0.00,56.77,10362.19,-40.18,24505.42,10493.42,111.816,727.051,287.109,-25.168,55.160,73.412,-5.700,24.150,54.600,0,0,0,181,943,47.34,0.89,0.03,0,
5858869,-6.37,25133,0.00,56.54,10311.69,-40.17,24711.54,10439.44,-0.977,818.848,564.941,64.137,103.130,172.962,20.100,31.050,48.750,0,0,0,176,944,47.33,0.89,0.03,0,
5860258,-6.45,25348,0.00,56.65,10260.23,-40.14,24859.25,10400.99,297.363,578.613,524.414,5.748,-45.885,-0.641,-15.300,12.300,58.950,0,0,0,158,944,47.28,0.89,0.03,1,
5861647,-6.53,25519,0.00,57.35,10216.45,-40.11,25070.84,10346.22,73.730,785.644,395.508,58.382,-20.160,41.031,13.650,41.550,26.100,0,0,0,245,947,47.37,0.89,0.03,0,
5863042,-6.62,25701,0.00,57.71,10171.91,-40.07,25278.50,10292.83,109.863,1106.445,357.910,61.878,-84.489,64.008,-15.900,37.800,21.300,0,0,0,177,946,47.51,0.90,0.03,0,
5864431,-6.70,25876,0.00,58.35,10124.60,-40.06,25419.12,10256.88,-155.273,1037.598,742.676,45.397,-133.916,-21.534,11.100,2.250,63.450,0,0,0,244,946,47.45,0.89,0.03,0,
5865822,-6.79,26075,0.00,58.27,10073.08,-40.05,25626.89,10204.05,320.312,738.769,575.195,-30.748,250.130,44.969,-8.250,29.550,47.700,0,0,0,148,946,47.40,0.89,0.03,0,
5867216,-6.88,26271,0.00,58.55,10031.30,-40.03,25840.84,10150.02,290.039,1056.152,759.766,50.336,-134.443,33.328,-25.350,11.550,52.050,0,2,0,219,947,47.39,0.89,0.03,0,
5868607,-6.97,26446,0.00,58.88,9983.57,-40.02,25979.36,10115.23,83.008,891.113,206.543,-18.580,61.748,55.244,13.650,31.650,47.100,0,0,0,205,942,47.32,0.89,0.03,0,
5869997,-7.05,26643,0.00,58.84,9937.35,-39.99,26193.49,10061.74,-336.426,488.769,718.750,18.832,-250.137,-250.137,26.250,11.700,57.000,0,0,0,159,942,47.27,0.89,0.03,0,
5871391,-7.13,26823,0.00,58.97,9891.88,-39.95,26332.08,10027.31,-8.789,853.027,641.113,81.603,-250.137,-250.137,-2.550,11.400,61.350,0,0,0,158,943,47.26,0.89,0.03,0,
5872782,-7.21,27008,0.00,59.22,9838.66,-39.90,26543.56,9975.05,118.652,421.875,351.562,65.366,97.588,250.130,-35.100,15.600,35.850,0,0,0,153,944,47.26,0.89,0.03,0,
5874171,-7.29,27217,0.00,59.72,9795.91,-39.85,26754.80,9923.19,-168.945,587.402,1020.019,-94.565,-250.137,-96.214,14.550,37.200,37.950,0,0,0,174,944,47.20,0.89,0.03,0,
5875574,-7.38,27398,0.00,59.51,9750.74,-39.78,26893.31,9889.37,-142.090,904.785,413.574,112.305,144.130,199.481,-10.500,20.700,56.400,0,0,0,172,937,47.03,0.89,0.03,0,
5876964,-7.47,27594,0.00,60.24,9708.69,-39.70,27104.63,9838.03,113.281,915.039,553.223,4.588,-223.008,-202.740,-16.650,15.150,57.000,0,0,0,178,938,47.03,0.89,0.03,0,
5878350,-7.55,27782,0.00,60.63,9651.69,-39.64,27320.11,9786.02,-400.879,781.250,639.648,-12.679,-221.008,-79.374,-1.650,32.550,49.500,0,0,0,275,938,46.97,0.89,0.03,0,
5879745,-7.64,27995,0.00,60.81,9609.20,-39.56,27474.02,9749.06,-57.129,1167.969,197.754,-11.702,59.908,-9.305,5.850,41.250,8.700,0,0,0,243,939,46.97,0.89,0.03,0,
5881135,-7.72,28210,0.00,60.54,9556.86,-39.40,27689.24,9697.68,-162.109,478.027,626.953,-0.023,-14.084,89.427,6.600,10.650,62.400,0,0,0,195,935,46.95,0.89,0.03,0,
5882525,-7.80,28387,0.00,60.68,9523.24,-39.21,27891.47,9649.68,2.930,310.059,604.004,65.786,-118.458,-114.137,1.800,3.000,64.200,0,0,0,179,935,46.90,0.88,0.03,0,
5883918,-7.89,28547,0.00,61.43,9481.64,-39.07,28039.50,9614.73,40.039,377.441,428.711,-98.916,173.901,65.420,13.050,41.400,24.750,0,0,0,267,935,46.84,0.88,0.03,0,
5885308,-7.97,28748,0.00,61.98,9437.03,-38.85,28255.93,9563.90,227.051,707.519,435.059,-44.794,67.992,34.489,4.050,19.800,58.800,0,0,0,312,936,46.84,0.88,0.03,0,
5886699,-8.06,28933,0.00,61.93,9393.57,-38.64,28465.85,9514.89,182.617,830.078,414.062,-94.130,-113.962,-6.198,-26.250,23.550,40.950,0,0,0,264,936,47.02,0.89,0.03,0,
5888093,-8.14,29140,0.00,61.93,9343.50,-38.52,28612.26,9480.89,-328.125,955.566,715.820,-58.237,-250.137,-250.137,-10.050,27.600,49.500,0,0,0,204,936,46.96,0.89,0.03,0,
5889483,-8.22,29348,0.00,61.70,9296.45,-38.35,28831.02,9430.34,257.812,870.605,801.269,41.191,120.603,48.779,0.300,38.550,38.100,0,0,0,70,937,46.96,0.89,0.03,0,
5890874,-8.30,29541,0.00,62.16,9253.95,-38.27,28973.36,9397.61,279.785,842.773,535.645,-29.924,12.595,0.771,-19.050,16.500,53.100,0,0,0,115,938,46.95,0.89,0.03,0,
5892267,-8.39,29747,0.00,61.98,9206.97,-38.14,29196.70,9346.53,371.582,869.141,486.816,0.191,-47.718,-77.969,14.400,27.000,51.150,0,0,0,156,935,46.98,0.89,0.03,0,
5893657,-8.47,29943,0.00,61.79,9162.03,-38.03,29412.49,9297.47,-431.641,520.508,465.820,-109.893,100.420,80.176,44.550,12.750,22.200,0,0,0,405,935,46.93,0.88,0.03,0,
5895048,-8.55,30135,0.00,61.79,9116.22,-37.90,29562.08,9263.64,226.074,862.793,490.723,158.992,-237.679,-131.588,2.700,42.450,33.900,0,0,0,685,937,46.98,0.89,0.03,0,
5896440,-8.63,30338,0.00,62.02,9078.61,-37.72,29788.54,9212.68,-53.223,742.676,569.824,21.924,96.611,86.450,-4.350,43.050,15.150,0,0,0,389,937,46.92,0.88,0.03,1,
5897829,-8.72,30529,0.00,62.21,9033.49,-37.58,30007.58,9163.68,7.812,675.293,391.602,117.092,250.130,250.130,1.950,44.400,25.500,0,0,0,262,939,46.97,0.89,0.03,0,
5899218,-8.80,30718,0.00,62.16,8992.32,-37.48,30159.91,9129.78,166.016,1418.457,799.316,79.137,-168.015,245.832,-18.750,28.950,43.500,0,0,0,319,938,47.10,0.89,0.03,0,
5900612,-8.89,30955,0.00,62.63,8939.18,-37.38,30380.83,9080.86,-338.379,736.816,1074.707,49.458,-110.168,-144.542,-6.150,13.350,59.100,0,0,0,124,939,47.09,0.89,0.03,0,
5902003,-8.97,31163,0.00,62.86,8897.61,-37.26,30604.91,9031.53,-42.480,1160.156,547.852,-12.038,-250.137,-140.847,5.850,21.750,58.050,0,0,0,248,941,47.14,0.89,0.03,0,
5903393,-9.05,31346,0.00,63.00,8857.11,-37.18,30751.74,8999.36,41.504,850.098,445.312,32.053,180.305,132.206,-24.750,27.450,39.450,0,0,0,169,941,47.08,0.89,0.03,0,
5904786,-9.13,31539,0.00,63.34,8814.23,-37.06,30977.89,8950.07,66.406,1238.770,655.762,23.412,-78.817,-37.366,-18.600,36.750,30.300,0,0,0,188,933,46.86,0.88,0.03,0,
5906177,-9.22,31747,0.00,62.86,8770.94,-36.96,31205.20,8900.81,34.180,974.609,633.789,-9.489,-246.969,-202.061,4.950,44.400,20.100,0,0,0,166,934,46.86,0.88,0.03,0,
5907566,-9.30,31946,0.00,62.67,8727.65,-36.87,31362.91,8866.80,-206.543,880.859,453.613,-32.939,31.557,-13.573,-6.150,42.300,26.400,0,0,0,209,934,46.81,0.88,0.03,0,
5908967,-9.38,32155,0.00,63.10,8681.65,-36.74,31596.07,8816.78,59.570,1271.973,922.851,-62.580,184.435,16.985,3.750,43.650,28.500,0,0,0,186,934,46.75,0.88,0.03,0,
5910355,-9.47,32367,0.00,63.29,8631.70,-36.60,31822.97,8768.39,196.777,492.676,639.648,101.069,-242.824,-111.947,-29.850,3.750,49.350,0,0,0,196,932,46.83,0.88,0.03,0,
5911744,-9.54,32622,0.00,63.34,8579.15,-36.52,31976.12,8735.89,387.207,390.625,401.855,-138.260,-14.740,37.053,-23.100,33.750,19.050,0,0,0,306,932,46.78,0.88,0.03,1,
5913135,-9.63,32834,0.00,63.72,8544.29,-36.39,32219.85,8684.41,-10.742,1202.148,645.508,24.695,141.336,177.137,0.300,43.800,22.500,0,0,0,331,934,46.82,0.88,0.03,0,
5914524,-9.71,33028,0.00,64.01,8501.13,-36.29,32371.49,8652.55,-85.937,671.875,772.949,96.366,250.130,100.122,20.850,18.450,55.650,0,0,0,203,934,46.77,0.88,0.03,0,
5915915,-9.79,33244,0.00,63.97,8456.75,-36.15,32606.32,8603.44,309.082,833.984,919.434,-77.886,55.321,113.191,-3.750,38.250,39.300,0,0,0,93,934,46.71,0.88,0.03,1,
5917305,-9.87,33444,0.00,64.41,8418.12,-36.00,32841.11,8554.63,-100.586,642.578,810.547,-50.183,-250.137,-239.939,-16.650,34.650,33.750,0,0,0,289,930,46.69,0.88,0.03,0,
5918697,-9.96,33676,0.00,65.47,8370.32,-35.90,33004.13,8520.90,4.395,486.328,999.023,-11.145,86.076,13.153,-4.500,-5.400,64.350,0,0,0,134,931,46.69,0.88,0.03,0,
5920086,-10.04,33862,0.00,66.24,8333.69,-35.77,33228.45,8474.71,236.816,646.484,536.621,42.015,11.023,66.664,11.100,16.800,59.100,0,0,0,220,931,46.63,0.88,0.03,0,
5921474,-10.12,34068,0.00,67.04,8287.97,-35.61,33474.28,8424.38,115.723,1567.871,600.098,17.893,-209.695,-109.244,-3.300,24.750,56.250,0,0,0,394,931,46.58,0.88,0.03,0,
5922870,-10.20,34302,0.00,65.88,8241.90,-35.51,33638.12,8391.00,-68.848,916.016,710.937,4.305,-147.992,-23.626,13.800,8.550,61.800,0,0,0,225,927,46.56,0.88,0.03,0,
5924259,-10.29,34528,0.00,65.57,8200.05,-35.36,33866.40,8344.72,-286.621,976.074,536.133,89.435,-96.344,-79.481,9.900,22.800,57.300,0,0,0,247,927,46.51,0.88,0.03,0,
5925646,-10.36,34730,0.00,65.67,8159.40,-35.17,34103.10,8296.99,-134.766,1064.941,451.660,49.107,115.168,-34.244,4.950,44.100,15.750,0,0,0,210,928,46.50,0.88,0.03,0,
5927038,-10.44,34932,0.00,65.88,8117.56,-35.04,34261.42,8265.21,-58.105,948.242,415.039,-39.115,-60.573,28.557,-4.350,43.800,16.950,0,0,0,177,930,46.55,0.88,0.03,0,
5928428,-10.53,35145,0.00,65.26,8076.51,-34.86,34500.12,8217.54,93.750,813.476,366.211,2.221,-2.046,-62.420,18.600,39.900,34.950,0,0,0,152,929,46.68,0.88,0.03,0,
5929819,-10.60,35348,0.00,65.01,8036.25,-34.66,34740.17,8169.85,140.137,1242.676,839.355,168.725,104.038,79.084,-16.350,39.150,20.100,0,0,0,208,929,46.62,0.88,0.03,0,
5931211,-10.68,35566,0.00,64.76,7994.62,-34.54,34896.18,8139.01,191.895,763.184,370.605,37.374,-41.672,-82.145,-0.300,23.550,58.050,0,0,0,82,929,46.57,0.88,0.03,0,
5932602,-10.76,35774,0.00,64.66,7953.20,-34.38,35134.95,8092.01,-202.148,1248.047,424.316,14.687,13.771,-45.069,19.050,24.600,54.300,0,0,0,283,929,46.51,0.88,0.03,0,
5933991,-10.84,35988,0.00,64.36,7906.98,-34.23,35381.27,8043.80,-394.531,952.148,499.023,-18.290,-245.183,155.221,7.200,40.200,33.150,0,0,0,335,930,46.51,0.88,0.03,0,
5935385,-10.92,36235,0.00,64.41,7861.20,-34.13,35540.37,8012.81,36.133,802.734,594.727,-70.779,103.794,-13.252,30.300,31.950,29.700,0,0,0,194,926,46.49,0.88,0.03,0,
5936776,-10.99,36439,0.00,64.76,7824.02,-33.98,35787.35,7964.92,119.629,791.016,415.039,38.718,143.405,20.000,9.000,45.150,21.900,0,0,0,249,926,46.44,0.88,0.03,0,
5938165,-11.07,36663,0.00,64.56,7783.22,-33.79,36034.76,7917.21,-478.516,1130.859,710.937,-34.282,-250.137,-143.824,39.900,23.250,19.500,0,0,0,203,927,46.43,0.88,0.03,0,
5939559,-11.14,36886,0.00,64.11,7742.24,-33.65,36192.41,7886.94,-216.309,1045.410,844.238,-11.061,-120.336,-92.824,11.100,16.800,59.850,0,0,0,234,929,46.48,0.88,0.03,0,
5940950,-11.21,37099,0.00,64.86,7701.83,-33.45,36430.40,7841.46,-143.066,791.504,575.684,148.473,250.130,250.130,11.550,39.150,39.750,0,0,0,160,927,46.56,0.88,0.03,0,
5942340,-11.28,37303,0.00,64.76,7664.40,-33.27,36669.96,7795.92,11.719,1035.156,376.953,36.137,-136.985,34.069,4.050,43.800,11.250,0,0,0,135,927,46.50,0.88,0.03,0,
5943741,-11.36,37520,0.00,64.76,7616.92,-33.14,36833.67,7764.94,-295.410,743.652,337.402,-7.885,114.290,66.550,33.300,25.500,42.000,0,0,0,337,929,46.55,0.88,0.03,0,
5945132,-11.43,37752,0.00,64.51,7583.19,-32.95,37069.05,7720.59,-58.594,914.551,398.437,29.183,112.260,196.580,-22.650,26.850,41.100,0,0,0,146,930,46.54,0.88,0.03,0,
5946521,-11.50,37953,0.00,64.71,7542.59,-32.75,37317.00,7674.12,-66.406,831.543,812.988,-14.229,-66.473,-118.321,18.300,38.700,8.400,0,0,0,116,922,46.32,0.87,0.03,0,
5947913,-11.57,38182,0.00,64.71,7502.73,-32.59,37476.55,7644.34,58.105,1017.090,537.109,58.450,81.718,148.321,-27.750,21.300,40.650,0,0,0,214,922,46.27,0.87,0.03,0,
5949303,-11.64,38393,0.00,65.11,7462.88,-32.39,37723.75,7598.42,336.914,402.832,177.246,45.046,122.718,90.061,-3.000,42.450,29.100,0,0,0,202,922,46.21,0.87,0.03,0,
5950694,-11.71,38609,0.00,64.81,7423.56,-32.27,37881.69,7555.39,57.617,1083.008,712.891,-23.473,-146.992,-138.412,16.800,11.250,59.700,0,0,0,195,923,46.21,0.87,0.03,0,
5952092,-11.78,38825,0.00,65.67,7384.25,-32.08,38112.53,7526.68,36.133,542.480,791.992,54.198,-74.931,36.763,18.000,28.950,46.800,0,0,0,136,923,46.16,0.87,0.03,0,
5953482,-11.85,39026,0.00,65.98,7345.83,-31.86,38357.15,7481.84,-96.680,-241.211,-541.016,112.626,-174.809,-0.679,40.500,21.900,16.500,0,0,0,568,916,45.98,0.87,0.03,0,
5954873,-11.93,39220,0.00,66.66,7315.11,-31.66,38592.57,7438.91,-329.590,646.484,753.906,-99.137,-47.069,-47.023,10.500,16.500,59.700,0,0,0,332,917,45.98,0.87,0.03,0,
5956267,-11.99,39426,0.00,67.04,7275.92,-31.52,38748.36,7410.61,-441.406,568.359,772.949,-66.832,234.237,-0.466,46.800,6.300,26.700,0,0,0,157,917,45.93,0.87,0.03,0,
5957656,-12.06,39671,0.00,67.31,7228.03,-31.27,38995.21,7365.97,130.859,416.016,641.602,-91.962,250.130,244.046,5.700,34.500,44.850,0,0,0,357,918,45.92,0.87,0.03,0,
5959048,-12.12,39936,0.00,67.42,7181.99,-31.01,39233.08,7323.17,-180.176,647.949,741.211,5.321,-8.198,-107.924,-10.650,36.600,34.500,0,0,0,393,912,45.80,0.86,0.03,0,
5960441,-12.19,40154,0.00,67.80,7146.56,-30.83,39405.25,7292.32,261.230,680.664,238.770,-29.137,-109.931,117.947,4.500,42.150,21.900,0,0,0,186,912,45.75,0.86,0.03,0,
5961832,-12.25,40391,0.00,67.80,7106.90,-30.56,39663.25,7246.29,295.898,857.422,745.117,0.908,88.214,54.214,-28.650,16.950,44.100,0,0,0,453,912,45.69,0.86,0.03,0,
5963223,-12.32,40653,0.00,68.13,7061.31,-30.32,39916.17,7201.41,322.266,669.434,565.430,15.382,-6.748,-142.053,-27.750,29.400,31.200,0,0,0,363,912,45.64,0.86,0.03,0,
5964615,-12.38,40844,0.00,68.29,7026.37,-30.17,40085.24,7171.53,-136.230,599.121,832.519,-52.489,-250.137,-37.954,-18.000,10.200,57.000,0,0,0,56,906,45.51,0.86,0.03,0,
5966004,-12.45,41073,0.00,68.24,6988.11,-29.95,40335.62,7127.48,113.770,731.934,-78.125,40.969,16.771,-19.206,-7.500,37.950,37.200,0,0,0,441,906,45.46,0.86,0.03,0,
5967392,-12.51,41279,0.00,68.46,6950.19,-29.74,40590.72,7082.81,-243.164,1113.770,899.902,71.634,104.702,-130.489,8.700,42.150,12.150,0,0,0,208,906,45.41,0.86,0.03,0,
5968783,-12.58,41536,0.00,68.02,6906.09,-29.58,40761.35,7053.07,87.891,828.125,230.469,34.672,116.962,-114.748,-8.850,37.350,-1.350,0,0,0,245,907,45.41,0.86,0.03,0,
5970176,-12.65,41756,0.00,67.69,6869.20,-29.34,41014.22,7009.17,14.648,1207.520,-85.937,60.618,-33.145,-33.939,16.950,38.550,4.650,0,0,0,263,907,45.35,0.86,0.03,0,
5971565,-12.71,41980,0.00,67.20,6829.24,-29.08,41271.90,6964.66,-21.484,566.895,222.656,-177.565,-12.092,-99.763,-17.550,34.050,4.500,0,0,0,692,900,45.18,0.85,0.03,0,
5972956,-12.78,42225,0.00,66.93,6790.65,-28.92,41444.74,6934.94,-102.051,1999.939,768.555,106.672,-53.489,206.725,25.350,34.950,11.700,0,0,0,114,900,45.12,0.85,0.03,0,
5974350,-12.84,42440,0.00,66.98,6753.23,-28.68,41696.11,6891.88,-17.090,884.766,-91.309,49.580,-250.137,-128.656,-18.300,33.300,3.450,0,0,0,696,900,45.07,0.85,0.03,0,
5975741,-12.90,42661,0.00,66.72,6716.13,-28.45,41949.92,6848.62,-335.937,712.402,121.094,-18.328,184.962,-136.962,-17.850,35.700,27.300,0,0,0,600,900,45.02,0.85,0.03,0,
5977131,-12.95,42914,0.00,66.82,6673.19,-28.31,42123.12,6819.22,26.367,1089.355,347.656,-49.595,-173.634,32.855,-21.900,33.300,10.350,0,0,0,396,900,45.19,0.85,0.03,0,
5978533,-13.02,43137,0.00,66.72,6635.77,-28.09,42385.83,6774.81,80.566,775.391,240.234,29.366,11.985,-19.374,0.900,39.150,0.900,0,0,0,613,900,45.14,0.85,0.03,0,
5979923,-13.07,43370,0.00,66.61,6597.67,-27.84,42648.30,6730.67,-30.762,541.992,178.223,-68.412,40.473,-36.962,18.750,37.050,4.650,0,0,0,0,900,45.09,0.85,0.03,0,
5981312,-13.11,43604,0.00,66.14,6556.45,-27.68,42817.36,6702.35,-43.945,696.777,-131.348,179.328,119.718,82.916,19.200,37.800,7.500,0,0,0,670,900,45.04,0.85,0.03,0,
5982705,-13.16,43846,0.00,66.66,6520.17,-27.43,43076.93,6659.05,-205.566,1145.020,42.969,69.130,-250.137,-179.802,8.100,29.400,48.300,0,0,0,653,898,45.11,0.85,0.03,0,
5984094,-13.21,44067,0.00,66.35,6482.57,-27.20,43334.51,6616.28,85.449,482.910,-10.742,18.885,-106.779,96.290,-23.400,34.050,17.250,0,0,0,446,898,45.06,0.85,0.03,0,
5985484,-13.26,44305,0.00,66.40,6445.12,-27.06,43508.81,6587.46,-383.301,843.262,517.090,-35.221,-250.137,-3.954,8.100,33.900,-6.450,0,0,0,431,898,45.00,0.85,0.03,0,
5986879,-13.31,44533,0.00,66.19,6407.03,-26.87,43767.52,6544.86,-418.945,1132.324,58.594,155.000,-175.458,-68.634,10.650,36.150,-1.350,0,0,0,409,898,44.95,0.85,0.03,0,
