millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,ozone concentration,
5015218,1.77,18480,0.00,169.19,12264.95,996.582,64.941,56.152,30.237,-0.664,0.847,-48.450,28.650,25.050,43,626,31.32,0.59,0.02,0,301,
5016799,1.75,18461,0.00,168.85,12270.57,1038.574,14.160,-0.977,-25.847,5.153,0.908,-51.600,27.600,13.500,52,629,31.59,0.60,0.02,0,300,
5018383,1.72,18444,0.00,168.85,12276.19,1038.574,21.973,26.855,-48.664,3.672,3.168,-52.500,14.400,33.750,0,631,31.65,0.60,0.02,0,299,
5019964,1.70,18426,0.00,167.50,12282.81,1001.953,33.203,0.488,-72.786,2.580,-0.015,-53.550,-13.350,15.150,1,634,31.76,0.60,0.02,0,298,
5021544,1.67,18404,0.00,165.19,12289.77,1006.348,11.230,20.020,-73.435,-3.519,2.641,-51.600,13.050,-7.350,25,637,31.87,0.60,0.02,0,297,
5023125,1.65,18385,0.00,162.94,12296.06,989.258,7.812,44.922,-92.366,-4.710,-0.389,-48.600,20.400,32.400,1,639,32.08,0.61,0.02,0,297,
5024710,1.62,18366,0.00,161.52,12302.70,1004.394,44.434,80.566,-92.947,-6.580,2.183,-52.200,-12.150,4.950,0,641,32.14,0.61,0.02,0,296,
5026290,1.60,18345,0.00,160.90,12309.34,986.816,57.617,40.039,-49.290,0.366,0.702,-48.750,27.000,6.150,1,641,32.10,0.61,0.02,0,295,
5027871,1.57,18325,0.01,160.13,12315.99,986.816,9.766,40.527,-42.275,-4.374,0.603,-49.350,22.650,28.050,6,641,32.06,0.60,0.02,0,295,
5029451,1.55,18307,0.01,159.83,12321.98,1000.000,4.395,53.711,-116.847,1.107,-2.282,-50.850,-13.800,23.400,0,644,32.33,0.61,0.02,0,295,
5031036,1.52,18287,0.05,159.83,12328.31,1028.320,37.109,34.668,-104.053,-0.229,3.328,-52.650,22.650,-1.200,57,646,32.38,0.61,0.02,0,294,
5032616,1.50,18270,0.02,161.06,12334.30,1054.687,59.570,-9.766,-65.779,1.985,2.565,-50.100,7.050,37.200,0,646,32.34,0.61,0.02,0,294,
5034195,1.47,18249,0.02,161.84,12341.64,1032.227,24.902,-21.973,-106.481,-4.313,0.282,-49.800,-12.300,-4.500,0,647,32.51,0.61,0.02,0,294,
5035781,1.44,18228,0.02,161.68,12348.99,998.535,32.227,20.996,-99.000,-4.046,0.901,-49.200,25.200,27.900,16,647,32.47,0.61,0.02,0,293,
5037361,1.41,18204,0.02,161.06,12356.67,1019.531,-0.488,24.902,-59.664,2.351,-2.855,-51.750,-14.850,22.500,0,649,32.53,0.61,0.02,0,293,
5038942,1.39,18179,0.02,161.84,12365.37,1017.578,8.301,71.777,-73.130,-4.458,0.313,-51.750,-1.800,-7.200,0,652,32.63,0.62,0.02,0,292,
5040523,1.36,18155,0.03,160.29,12373.41,1029.785,68.359,64.453,-50.031,2.626,-0.435,-46.950,28.200,28.650,37,649,32.60,0.61,0.02,0,292,
5042108,1.33,18130,0.04,159.83,12381.79,1030.762,17.090,6.836,-61.595,-1.679,-4.656,-49.500,1.500,38.850,0,650,32.61,0.61,0.02,0,292,
5043688,1.30,18104,0.04,158.62,12390.86,1020.508,31.738,11.719,-12.328,0.939,-1.771,-51.600,-16.200,18.600,0,651,32.62,0.62,0.02,0,292,
5045267,1.27,18076,0.04,160.90,12400.94,1007.812,0.488,21.484,-54.115,4.382,-4.595,-52.200,-15.150,10.500,0,652,32.62,0.62,0.02,0,292,
5046848,1.25,18045,0.03,158.02,12411.04,1020.019,-8.789,53.711,-25.443,0.427,0.924,-51.450,4.200,-6.450,1,652,32.74,0.62,0.02,0,292,
5048439,1.22,18013,0.06,159.83,12422.16,1015.625,42.480,13.672,16.832,5.000,-6.214,-51.450,13.650,-7.500,35,653,32.75,0.62,0.02,0,292,
5050020,1.19,17980,0.05,158.17,12432.96,1019.043,23.926,17.090,88.344,8.374,-3.580,-51.150,-15.450,8.850,1,655,32.81,0.62,0.02,0,292,
5051600,1.16,17946,0.04,160.59,12444.45,1023.926,44.434,40.039,-13.366,0.542,1.618,-50.700,-9.150,32.550,0,657,32.87,0.62,0.02,0,292,
5053179,1.14,17913,0.05,160.75,12456.31,989.258,22.461,27.832,-17.130,2.634,-5.573,-53.400,-14.700,18.600,0,658,33.04,0.62,0.02,0,292,
5054765,1.11,17878,0.08,159.98,12467.84,985.840,-4.395,37.109,150.870,7.145,-0.847,-53.850,10.050,32.850,0,659,33.04,0.62,0.02,0,292,
5056345,1.08,17843,0.07,159.52,12479.38,1004.883,-1.465,83.984,113.237,3.191,-3.053,-52.350,-15.750,10.950,0,659,33.00,0.62,0.02,0,293,
5057926,1.06,17810,0.06,162.62,12490.95,1019.531,-22.949,-16.602,28.740,4.481,-3.855,-50.850,5.400,35.700,3,661,33.06,0.62,0.02,0,293,
5059507,1.04,17777,0.07,159.68,12502.53,1006.348,13.672,43.457,132.198,3.687,-3.084,-48.750,28.650,1.350,5,663,33.28,0.63,0.02,0,293,
5061091,1.01,17742,0.07,163.57,12514.13,1000.000,1.953,72.754,156.435,1.626,-2.977,-49.800,20.700,29.850,0,663,33.23,0.63,0.02,0,293,
5062672,0.98,17708,0.08,162.62,12525.41,995.605,-69.824,39.062,-3.992,-0.924,-3.824,-54.000,10.200,-6.450,14,665,33.29,0.63,0.02,0,293,
5064252,0.96,17676,0.08,161.68,12536.70,1014.648,57.129,44.922,4.313,5.916,-6.794,-49.350,25.650,-1.950,8,665,33.41,0.63,0.02,0,293,
5065835,0.94,17643,0.07,162.46,12548.01,987.305,13.672,52.246,13.031,0.992,-3.794,-50.250,17.550,-7.950,53,666,33.42,0.63,0.02,0,293,
5067415,0.92,17609,0.08,161.84,12560.03,1017.578,21.484,-51.758,27.183,10.244,1.863,-50.100,10.500,-10.950,16,666,33.38,0.63,0.02,0,293,
5068996,0.89,17573,0.08,162.62,12572.06,1008.789,29.785,120.117,-35.359,3.779,6.771,-54.600,1.650,-3.000,0,669,33.48,0.63,0.02,0,293,
5070577,0.87,17538,0.08,165.84,12584.46,1008.789,58.594,57.129,-126.023,3.962,-0.649,-50.100,24.150,28.050,10,667,33.51,0.63,0.02,1,293,
5072161,0.84,17503,0.08,167.84,12596.19,997.559,42.480,28.320,-75.115,1.244,-0.397,-50.850,-8.850,-6.600,0,669,33.56,0.63,0.02,0,293,
5073742,0.82,17468,0.09,173.76,12608.28,1005.859,-31.738,23.926,-53.466,0.656,-2.885,-49.800,22.650,-5.850,43,672,33.67,0.63,0.02,0,293,
5075323,0.79,17434,0.08,170.05,12620.40,991.211,90.820,58.105,3.336,3.198,9.015,-49.950,28.200,4.650,2,675,33.77,0.64,0.02,0,292,
5076903,0.77,17398,0.09,172.68,12632.87,999.023,-9.277,-44.922,-74.298,-0.031,2.725,-51.450,25.200,20.700,16,674,33.85,0.64,0.02,0,292,
5078489,0.75,17363,0.09,175.95,12645.38,990.234,-2.441,32.715,-130.534,-2.947,0.015,-51.600,-16.950,8.100,0,676,33.90,0.64,0.02,0,292,
5080069,0.72,17328,0.09,178.00,12657.20,1001.465,41.016,37.109,-53.771,3.275,1.221,-49.800,28.800,20.400,28,678,33.96,0.64,0.02,0,291,
5081650,0.70,17291,0.09,182.66,12669.74,986.816,-2.930,17.090,-16.275,3.084,0.817,-50.100,25.650,28.050,26,678,33.91,0.64,0.02,1,291,
5083231,0.67,17257,0.09,181.28,12681.61,963.867,27.832,79.590,-48.412,-1.588,-5.305,-49.500,9.900,37.650,0,679,34.09,0.64,0.02,0,291,
5084816,0.64,17222,0.09,185.07,12694.19,941.894,65.430,3.418,-34.679,-1.382,-0.840,-52.950,-7.950,29.400,0,679,34.04,0.64,0.02,1,290,
5086397,0.62,17187,0.08,185.70,12705.39,989.746,-41.016,78.613,-33.420,-0.763,-3.267,-53.100,-10.500,4.500,1,682,34.15,0.64,0.02,0,290,
5087977,0.59,17158,0.09,187.28,12715.21,983.398,4.395,125.000,-63.611,2.595,-8.870,-54.000,15.900,0.300,50,683,34.16,0.64,0.02,0,289,
5089558,0.57,17131,0.08,188.13,12725.04,969.726,45.410,86.426,-17.237,-0.038,-7.992,-48.450,23.250,31.500,16,686,34.43,0.65,0.02,0,289,
5091143,0.54,17105,0.08,190.53,12733.82,982.422,-7.812,23.437,81.282,9.344,3.321,-50.400,19.950,-7.350,48,688,34.49,0.65,0.02,0,288,
5092723,0.52,17079,0.08,194.81,12742.97,991.211,10.254,85.937,-70.435,-4.519,0.443,-50.850,19.950,-4.800,55,689,34.49,0.65,0.02,0,288,
5094304,0.49,17055,0.08,193.89,12751.08,1010.254,92.285,10.254,19.481,-2.099,3.870,-49.500,28.200,18.450,46,688,34.57,0.65,0.02,0,287,
5095895,0.47,17034,0.08,199.89,12758.83,1014.160,0.000,101.074,30.160,7.824,-7.687,-53.850,20.400,-0.450,60,690,34.62,0.65,0.02,0,287,
5097476,0.44,17011,0.07,198.93,12766.60,1003.418,72.754,14.648,5.107,-6.450,-0.351,-47.700,24.000,-5.700,7,692,34.68,0.65,0.02,0,286,
5099056,0.42,16989,0.06,201.24,12774.73,1011.230,39.062,47.852,59.321,9.611,0.939,-49.200,-7.200,-9.750,2,692,34.63,0.65,0.02,1,285,
5100637,0.39,16964,0.11,205.76,12783.58,1020.019,8.789,-4.883,17.511,4.924,-1.336,-49.350,-19.950,21.150,0,694,34.86,0.66,0.02,0,284,
5102222,0.37,16940,0.05,206.67,12792.08,1021.484,60.059,91.309,14.458,-0.786,-4.618,-49.950,-15.600,29.400,0,698,35.01,0.66,0.02,0,283,
5103802,0.34,16916,0.05,202.23,12800.59,1018.555,-29.297,-0.977,88.290,7.565,6.893,-52.200,6.450,34.500,0,699,35.02,0.66,0.02,0,281,
5105383,0.32,16891,0.06,199.17,12810.18,1025.391,33.203,-0.488,16.397,5.092,-1.672,-51.900,26.850,16.050,48,700,35.02,0.66,0.02,0,280,
5106964,0.29,16862,0.05,194.81,12820.49,1028.809,-9.766,70.801,-28.000,4.053,-6.824,-51.450,28.200,17.400,0,700,35.15,0.66,0.03,0,279,
5108549,0.27,16835,0.04,193.10,12829.75,1021.973,-20.996,59.082,-97.305,4.450,-2.947,-47.850,-5.400,39.300,0,702,35.21,0.66,0.03,0,278,
5110130,0.24,16806,0.04,189.98,12840.44,1023.437,15.625,62.988,-34.664,6.817,-3.893,-49.050,-11.550,-6.300,0,705,35.31,0.67,0.03,0,277,
5111710,0.22,16775,0.03,187.70,12851.16,1021.484,10.742,-3.906,18.130,1.847,-5.183,-51.900,-10.500,-1.950,1,706,35.31,0.67,0.03,0,276,
5113291,0.20,16745,0.04,186.96,12861.88,1002.930,12.695,41.992,-5.237,-2.336,-0.992,-52.350,-7.050,-3.450,0,707,35.49,0.67,0.03,0,275,
5114876,0.17,16716,0.03,189.54,12872.62,1007.812,73.730,29.785,0.069,-0.229,2.359,-51.600,-3.900,-7.050,0,709,35.55,0.67,0.03,0,274,
5116457,0.15,16684,0.03,188.78,12884.46,1008.301,43.945,9.277,-26.313,-0.626,8.931,-48.450,0.000,-12.300,0,713,35.70,0.67,0.03,0,274,
5118039,0.13,16653,0.04,186.43,12895.95,983.887,-24.902,-0.977,-53.557,0.473,-0.969,-48.000,16.350,-10.500,34,714,35.70,0.67,0.03,0,273,
5119619,0.10,16620,0.04,186.64,12907.10,1022.949,-4.883,97.168,-100.672,-3.450,7.916,-49.050,4.350,40.050,0,715,35.89,0.68,0.03,0,273,
5121204,0.07,16589,0.04,191.52,12917.91,981.934,88.379,76.660,10.748,0.878,-5.679,-52.950,-12.150,8.700,1,716,35.89,0.68,0.03,0,273,
5122785,0.05,16560,0.04,187.60,12929.46,1021.484,1.465,16.602,102.344,21.771,-6.328,-48.300,16.950,35.700,0,718,35.94,0.68,0.03,0,272,
5124367,0.03,16525,0.04,189.21,12941.75,952.148,150.391,-10.742,43.969,1.458,3.977,-42.750,35.700,-0.150,15,717,36.02,0.68,0.03,0,272,
5125951,0.01,16492,0.04,189.00,12952.97,1031.738,15.137,76.660,5.565,9.573,9.969,-49.500,22.500,-6.450,12,719,36.08,0.68,0.03,0,272,
5127530,-0.02,16466,0.04,190.31,12962.39,998.535,14.160,79.590,105.214,4.580,-0.382,-51.750,-14.400,6.450,1,721,36.13,0.68,0.03,0,272,
5129111,-0.04,16440,0.04,189.00,12971.46,1000.000,-5.859,92.285,117.954,6.740,4.382,-52.350,24.900,21.150,14,721,36.08,0.68,0.03,1,272,
5130692,-0.06,16413,0.04,188.02,12981.64,1016.601,-20.508,8.301,-2.718,-5.191,-2.359,-49.350,18.000,-8.850,50,722,36.27,0.68,0.03,0,273,
5132276,-0.09,16384,0.04,187.17,12992.20,1006.348,53.711,-11.719,62.389,7.534,-6.321,-50.250,-6.450,-10.050,0,723,36.27,0.68,0.03,0,273,
5133857,-0.11,16356,0.08,188.13,13002.04,1007.812,27.832,-22.949,58.885,6.901,-3.603,-51.750,-13.350,28.650,0,723,36.22,0.68,0.03,0,273,
5135438,-0.14,16332,0.03,186.53,13010.79,987.305,94.238,58.105,54.374,3.763,-2.267,-49.050,22.650,33.900,0,728,36.42,0.69,0.03,0,274,
5137019,-0.15,16305,0.04,186.43,13021.39,985.840,3.418,58.594,18.229,3.611,-0.748,-48.750,31.200,5.700,2,728,36.56,0.69,0.03,0,274,
5138605,-0.18,16276,0.03,185.70,13031.63,1014.160,25.879,20.020,46.573,1.901,-2.214,-47.550,32.250,2.250,10,730,36.61,0.69,0.03,0,274,
5140185,-0.20,16250,0.03,186.22,13040.42,1041.504,-53.711,73.242,123.130,2.534,-3.740,-50.250,-15.600,25.050,0,733,36.71,0.69,0.03,0,274,
5141764,-0.22,16227,0.03,185.59,13049.23,1021.973,-21.484,57.617,85.954,2.130,2.389,-51.150,24.900,15.750,41,735,36.76,0.69,0.03,0,274,
5143345,-0.24,16200,0.04,185.29,13059.15,1008.301,4.883,41.016,60.267,-0.321,4.443,-53.550,-1.050,-5.400,0,735,36.90,0.70,0.03,0,274,
5144937,-0.27,16173,0.03,183.46,13069.08,1013.184,20.996,40.527,105.794,7.702,2.466,-50.100,-6.300,35.700,0,739,37.05,0.70,0.03,0,273,
5146517,-0.29,16146,0.02,182.86,13079.02,1003.418,50.293,-6.836,77.756,5.618,4.351,-47.100,32.250,5.250,4,741,37.10,0.70,0.03,0,273,
5148098,-0.32,16119,0.03,180.88,13088.98,1022.461,46.875,57.617,38.023,3.168,-7.573,-51.450,-4.200,-6.150,1,744,37.20,0.70,0.03,0,271,
5149678,-0.34,16093,0.03,179.91,13098.95,1012.695,12.207,19.531,54.817,5.931,0.443,-51.600,-16.500,12.150,0,743,37.29,0.70,0.03,0,270,
5151263,-0.36,16063,0.02,177.06,13110.04,1001.465,47.852,35.156,15.153,4.496,-2.481,-51.600,-2.400,34.200,0,745,37.34,0.70,0.03,0,269,
5152843,-0.38,16033,0.04,178.00,13121.52,996.582,15.625,24.902,31.824,4.542,2.244,-49.050,19.950,34.650,0,750,37.54,0.71,0.03,0,267,
5154424,-0.40,16003,0.04,179.14,13132.65,1002.930,52.246,43.945,-45.969,1.702,-0.061,-47.400,5.700,41.700,0,748,37.58,0.71,0.03,0,266,
5156007,-0.43,15974,0.03,179.34,13143.79,1009.766,-3.418,32.227,32.550,-1.916,2.458,-49.950,-3.300,35.550,0,749,37.58,0.71,0.03,0,265,
5157587,-0.45,15943,0.04,180.50,13154.96,981.445,30.273,48.828,14.626,3.557,-2.969,-51.450,9.150,35.550,0,750,37.58,0.71,0.03,0,264,
5159169,-0.47,15912,0.03,180.11,13166.13,1000.488,6.836,1.953,-18.588,0.336,0.008,-51.600,15.750,34.650,0,753,37.68,0.71,0.03,0,263,
5160750,-0.50,15884,0.04,183.06,13177.33,1000.976,25.391,47.363,-88.863,3.939,2.534,-51.600,-13.800,24.150,0,751,37.72,0.71,0.03,1,263,
5162334,-0.52,15853,0.12,184.27,13188.54,971.680,18.555,15.625,-35.260,-0.374,-2.603,-49.200,4.950,-11.550,0,755,37.87,0.71,0.03,0,262,
5163915,-0.54,15823,0.04,184.88,13199.40,973.144,-16.113,40.527,-47.107,6.092,-2.237,-51.450,23.250,-2.850,66,755,37.82,0.71,0.03,0,261,
5165496,-0.56,15794,0.03,185.70,13210.65,982.422,-0.488,39.551,-119.672,-2.733,3.214,-52.200,2.250,34.800,0,758,37.92,0.72,0.03,0,261,
5167077,-0.59,15764,0.05,185.59,13221.16,979.004,30.762,23.437,-67.740,-2.420,2.679,-51.900,4.650,-9.900,1,757,38.01,0.72,0.03,0,261,
5168662,-0.61,15738,0.04,186.32,13231.31,987.793,1.465,80.078,-34.687,-1.427,0.748,-49.500,26.250,-1.800,5,761,38.16,0.72,0.03,0,261,
5170243,-0.63,15712,0.03,185.17,13240.35,997.070,44.434,54.687,-80.611,1.290,1.092,-47.400,14.850,40.200,1,763,38.21,0.72,0.03,0,260,
5171823,-0.66,15689,0.03,185.69,13249.02,1012.695,-9.277,28.320,-19.840,-0.145,-0.916,-49.500,-12.150,34.050,2,764,38.21,0.72,0.03,0,260,
5173404,-0.68,15665,0.02,186.53,13258.45,993.164,58.105,26.855,-16.580,2.267,2.336,-48.600,-20.400,14.250,1,763,38.30,0.72,0.03,1,259,
5174989,-0.70,15641,0.02,188.56,13267.52,984.863,12.207,30.762,-3.031,1.992,-0.420,-49.200,-18.300,23.550,0,763,38.25,0.72,0.03,0,259,
5176570,-0.73,15618,0.03,187.70,13276.22,1001.953,3.906,27.344,-58.137,4.214,-1.573,-51.900,-8.850,-3.000,1,763,38.20,0.72,0.03,1,259,
5178149,-0.75,15593,0.02,187.38,13285.69,1026.367,25.879,7.812,-40.168,-0.427,-5.771,-52.350,18.450,-3.450,43,763,38.15,0.72,0.03,0,258,
5179730,-0.77,15569,0.02,186.01,13294.80,1027.344,35.156,50.293,82.298,4.069,-0.802,-52.950,16.800,-4.350,52,761,38.19,0.72,0.03,1,258,
5181316,-0.80,15546,0.03,186.22,13303.53,1013.184,26.367,40.527,0.000,4.443,2.595,-52.650,-14.250,4.800,0,765,38.34,0.72,0.03,0,258,
5182896,-0.82,15521,0.11,185.70,13313.42,1006.836,40.039,-25.879,-34.412,-0.695,3.534,-50.700,0.750,-11.850,0,767,38.39,0.72,0.03,0,258,
5184477,-0.85,15494,0.02,184.47,13323.70,1002.441,-3.906,49.316,-25.588,2.107,5.427,-51.000,6.750,-11.250,1,769,38.63,0.73,0.03,0,258,
5186062,-0.87,15466,0.02,183.26,13334.37,966.797,32.715,16.602,15.420,3.626,-4.145,-51.450,18.600,-5.400,45,770,38.63,0.73,0.03,0,258,
5187642,-0.90,15437,0.02,182.46,13344.30,972.168,9.277,34.668,24.840,5.260,-4.534,-52.950,2.550,-4.650,0,772,38.68,0.73,0.03,0,258,
5189223,-0.92,15415,0.02,179.34,13353.86,967.285,47.852,52.246,-14.473,-5.008,2.344,-53.850,3.600,-5.850,0,773,38.68,0.73,0.03,0,257,
5190803,-0.94,15390,0.02,180.50,13362.67,971.680,7.812,35.156,13.802,-1.153,1.168,-51.600,8.100,-8.100,0,770,38.67,0.73,0.03,0,257,
5192395,-0.97,15368,0.02,182.07,13371.10,969.238,29.297,12.207,-17.885,4.099,0.221,-51.150,2.400,-7.350,0,773,38.77,0.73,0.03,0,257,
5193976,-0.99,15347,0.02,185.08,13379.54,926.269,14.648,30.273,-17.282,1.679,-0.473,-51.150,16.200,-6.600,41,774,38.77,0.73,0.03,0,256,
5195556,-1.02,15328,0.02,187.70,13385.69,978.027,7.324,33.203,-37.718,1.206,-0.542,-50.700,24.000,1.050,67,776,38.82,0.73,0.03,0,256,
5197137,-1.04,15313,0.02,188.46,13391.07,1027.344,15.137,44.922,-23.183,2.504,-5.176,-49.800,27.300,22.950,42,775,38.91,0.73,0.03,1,255,
5198721,-1.06,15299,0.02,191.19,13396.46,1028.809,34.668,17.578,-37.687,-3.084,-0.626,-48.600,21.150,33.900,0,776,38.91,0.73,0.03,0,255,
5200305,-1.08,15285,0.02,193.44,13402.62,992.676,21.484,-5.371,-47.107,3.519,3.817,-49.800,-9.300,32.850,0,778,38.96,0.73,0.03,0,254,
5201886,-1.10,15270,0.02,194.12,13408.02,985.351,-18.066,29.785,-46.321,4.611,1.863,-49.050,-17.700,2.250,3,781,39.06,0.74,0.03,0,253,
5203465,-1.13,15255,0.01,196.09,13413.41,1021.973,15.625,14.648,-81.939,9.405,-0.298,-50.100,21.450,-7.350,52,782,39.25,0.74,0.03,0,252,
5205048,-1.15,15240,0.02,195.39,13419.59,1018.066,-10.254,14.648,-64.908,-0.824,3.046,-51.450,14.850,31.500,0,782,39.20,0.74,0.03,0,252,
5206629,-1.17,15225,0.02,190.31,13425.38,1006.348,13.184,62.012,-52.702,0.496,-1.145,-52.200,-13.350,23.550,0,784,39.25,0.74,0.03,0,251,
5208209,-1.20,15211,0.01,186.43,13430.79,971.191,53.711,63.477,-57.649,-0.168,-1.412,-52.950,3.300,-6.450,1,785,39.45,0.74,0.03,0,250,
5209793,-1.22,15196,0.02,183.46,13436.21,967.773,40.527,26.367,-19.153,-1.206,2.000,-52.650,21.450,-2.700,62,788,39.54,0.75,0.03,0,250,
5211374,-1.24,15182,0.02,182.66,13441.63,1013.184,-1.953,11.719,-69.687,0.198,2.061,-50.100,27.600,19.050,44,788,39.49,0.74,0.03,1,249,
5212955,-1.26,15169,0.02,178.95,13446.67,1003.906,31.738,38.574,-111.275,0.840,3.924,-50.400,-15.000,26.700,0,791,39.59,0.75,0.03,0,248,
5214535,-1.29,15155,0.08,177.44,13451.70,994.141,47.363,19.531,-94.481,-0.519,4.534,-49.200,30.450,4.350,5,790,39.69,0.75,0.03,0,248,
5216120,-1.31,15143,0.03,179.91,13456.75,1006.836,28.809,-7.812,-77.473,-0.435,-0.992,-51.600,-2.100,33.900,0,791,39.68,0.75,0.03,0,248,
5217701,-1.33,15129,0.02,181.67,13462.18,994.141,1.953,45.410,-87.656,-3.710,1.916,-52.350,-8.550,-1.950,0,792,39.68,0.75,0.03,0,248,
5219282,-1.36,15116,0.02,180.11,13467.24,1014.648,-14.160,46.875,-89.122,1.725,-2.534,-49.800,27.600,19.650,40,795,39.78,0.75,0.03,0,248,
5220864,-1.38,15105,0.03,178.00,13471.51,998.535,-4.395,34.668,-52.221,5.542,2.489,-49.500,-8.400,35.550,0,797,40.03,0.75,0.03,0,248,
5222448,-1.40,15092,0.04,176.32,13476.18,969.238,-7.812,44.434,-43.153,4.260,-5.725,-50.700,-17.850,9.300,0,800,40.12,0.76,0.03,0,248,
5224027,-1.43,15080,0.09,175.76,13481.24,981.934,38.086,75.684,-28.511,-0.756,-2.542,-52.500,1.500,-7.200,0,802,40.17,0.76,0.03,0,248,
5225608,-1.45,15068,0.05,175.39,13485.91,998.535,43.945,7.812,-29.359,1.153,-3.588,-51.750,22.500,-4.350,63,803,40.17,0.76,0.03,0,247,
5227189,-1.47,15058,0.05,175.21,13489.42,1038.574,20.996,52.734,-24.145,-0.626,-1.069,-51.000,27.750,7.200,2,802,40.27,0.76,0.03,0,247,
5228773,-1.50,15048,0.05,171.62,13493.32,1038.086,23.437,40.527,-68.313,0.420,-7.664,-49.050,16.200,36.450,1,805,40.36,0.76,0.03,0,247,
5230354,-1.52,15037,0.06,171.97,13498.39,1015.137,30.273,33.203,37.382,0.412,-1.969,-50.400,3.150,39.000,1,807,40.41,0.76,0.03,0,248,
5231935,-1.54,15024,0.06,173.76,13503.08,984.375,17.090,24.414,43.878,4.435,1.611,-48.750,28.950,21.750,31,809,40.46,0.76,0.03,0,248,
5233516,-1.56,15011,0.06,173.04,13508.55,994.629,23.926,4.883,53.969,5.763,-3.588,-49.500,22.800,-7.200,3,808,40.56,0.76,0.03,0,248,
5235096,-1.59,14996,0.06,172.33,13514.41,1003.418,70.313,43.457,42.107,10.061,-3.282,-52.350,-5.850,-3.750,0,810,40.60,0.77,0.03,0,249,
5236677,-1.61,14981,0.19,169.19,13519.89,1001.465,35.645,54.687,56.969,9.496,-6.275,-51.450,-6.000,30.750,0,811,40.60,0.77,0.03,0,249,
5238257,-1.63,14968,0.07,166.01,13524.98,987.305,29.785,37.598,40.847,3.550,-0.176,-50.850,18.900,31.350,0,812,40.80,0.77,0.03,0,250,
5239847,-1.66,14954,0.08,164.86,13530.86,1010.254,4.883,14.160,51.092,6.443,-1.206,-52.500,26.700,7.200,61,818,41.05,0.77,0.03,0,251,
5241426,-1.68,14941,0.09,164.05,13535.57,1010.742,26.855,20.020,15.977,-0.298,-4.237,-51.450,17.850,-6.900,55,818,40.99,0.77,0.03,0,251,
5243006,-1.70,14929,0.09,165.19,13540.67,985.351,50.781,36.621,13.962,-0.489,0.656,-50.850,15.750,-8.400,49,820,41.04,0.77,0.03,0,252,
5244588,-1.72,14913,0.10,162.78,13546.96,990.723,6.348,11.230,-2.435,3.496,-2.183,-50.700,3.300,-11.250,0,818,41.09,0.77,0.03,0,253,
5246172,-1.75,14898,0.09,162.94,13552.85,968.750,42.480,21.484,11.450,2.038,1.214,-52.200,7.950,-8.700,0,820,41.14,0.78,0.03,0,254,
5247753,-1.77,14883,0.10,163.10,13558.36,982.910,17.090,52.246,21.649,3.779,1.298,-54.150,-7.050,-0.450,1,820,41.08,0.77,0.03,1,254,
5249334,-1.79,14870,0.10,162.15,13563.48,1017.578,32.715,21.484,-30.840,-4.389,-2.344,-53.100,-5.100,-4.050,0,820,41.03,0.77,0.03,1,255,
5250915,-1.81,14858,0.11,160.29,13567.81,1013.672,42.969,31.738,-4.313,0.191,-0.908,-51.000,13.650,-9.000,28,819,41.13,0.78,0.03,0,256,
5252500,-1.83,14846,0.12,159.22,13572.94,1017.578,16.113,2.441,2.641,2.588,-1.603,-50.250,3.300,-12.300,1,822,41.23,0.78,0.03,0,256,
5254081,-1.85,14833,0.13,156.54,13577.67,1025.391,28.320,50.293,-34.725,2.580,1.954,-51.450,15.600,-4.650,35,825,41.32,0.78,0.03,0,257,
5255661,-1.87,14820,0.13,156.10,13583.59,1014.160,36.133,8.301,-60.511,1.427,1.313,-52.200,26.250,18.450,26,829,41.47,0.78,0.03,0,258,
5257242,-1.89,14805,0.13,155.81,13589.52,1006.836,33.203,34.668,16.160,5.939,0.313,-50.700,15.150,34.500,0,825,41.42,0.78,0.03,1,258,
5258827,-1.91,14788,0.15,154.52,13596.24,1002.930,-5.371,23.437,-29.603,1.382,-2.191,-50.250,16.350,34.500,0,825,41.36,0.78,0.03,0,259,
5260408,-1.93,14772,0.15,153.53,13602.57,994.629,42.480,47.852,-4.489,3.794,-1.489,-47.700,4.950,41.400,0,827,41.41,0.78,0.03,0,259,
5261988,-1.95,14756,0.16,152.27,13608.91,1010.742,29.785,37.109,-17.466,-3.107,-0.725,-50.850,-1.200,36.750,0,828,41.41,0.78,0.03,0,259,
5263569,-1.98,14740,0.16,151.58,13615.65,1011.230,51.270,11.230,32.130,-0.282,3.656,-51.900,0.150,34.650,0,832,41.76,0.79,0.03,0,260,
5265155,-2.00,14724,0.18,151.17,13621.61,1013.184,-25.879,35.645,-43.595,1.496,-1.130,-50.850,-2.850,33.900,1,835,41.85,0.79,0.03,0,260,
5266735,-2.02,14707,0.17,151.31,13628.36,1018.066,33.203,48.828,-47.870,5.802,5.061,-52.200,-15.600,10.050,0,836,41.85,0.79,0.03,0,261,
5268314,-2.04,14689,0.27,151.45,13635.52,1009.277,4.395,-23.926,-49.779,3.099,-1.389,-49.350,-3.150,-10.650,0,835,41.95,0.79,0.03,0,261,
