millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,ozone concentration,
1185142,37.59,96368,10.89,48.18,421.22,-91.309,997.559,36.621,-1.565,1.366,-2.321,14.850,40.650,13.950,0,63,3.19,0.06,0.01,0,20,
1186719,37.61,96366,10.86,48.32,421.22,-94.238,995.117,33.203,1.275,-0.275,-0.542,14.550,41.400,12.750,0,63,3.19,0.06,0.01,0,20,
1188296,37.62,96367,10.83,48.49,421.13,-104.980,988.281,30.273,1.214,1.473,1.450,13.500,41.400,13.200,12,63,3.18,0.06,0.01,0,20,
1189872,37.63,96369,10.79,48.43,421.04,-85.937,997.559,37.109,3.229,-0.504,-1.115,14.850,39.900,12.150,15,63,3.18,0.06,0.01,0,20,
1191454,37.64,96369,10.77,48.65,421.13,-82.520,996.094,35.645,2.908,-0.244,-0.893,14.400,40.050,13.350,15,63,3.17,0.06,0.01,0,20,
1193031,37.65,96367,10.74,48.60,421.13,-88.867,999.023,37.598,1.763,0.107,1.771,14.850,38.700,12.750,16,63,3.17,0.06,0.01,0,20,
1194608,37.66,96368,10.74,48.57,421.04,-73.242,997.070,39.551,1.656,0.641,-1.076,15.300,40.650,13.200,15,63,3.16,0.06,0.01,0,20,
1196184,37.67,96368,10.73,48.68,421.13,-78.613,996.582,30.762,-3.405,6.641,-1.534,15.300,40.650,13.500,15,63,3.16,0.06,0.01,0,20,
1197763,37.68,96367,10.71,48.71,421.22,-88.867,997.559,41.992,1.221,0.244,0.496,15.150,40.350,13.800,15,63,3.16,0.06,0.01,0,20,
1199340,37.69,96368,10.70,48.65,421.13,-88.379,998.535,36.133,-0.695,3.580,-4.282,13.050,38.700,12.750,15,64,3.20,0.06,0.01,0,20,
1200915,37.70,96368,10.70,48.91,421.13,-84.961,1003.418,40.527,0.595,0.626,-0.626,13.950,39.300,12.600,0,64,3.21,0.06,0.01,0,20,
1202493,37.71,96368,10.69,48.60,421.13,-84.961,1000.488,31.738,1.344,1.847,0.328,15.450,40.350,14.100,0,65,3.26,0.06,0.01,0,20,
1204074,37.72,96368,10.70,48.74,421.13,-96.680,1003.906,37.109,-1.229,2.511,-1.466,14.400,40.350,15.150,0,65,3.26,0.06,0.01,0,20,
1205651,37.73,96368,10.69,48.71,421.22,-88.379,1003.418,27.832,1.183,2.145,0.130,13.650,41.550,13.800,0,65,3.25,0.06,0.01,0,20,
1207229,37.74,96367,10.70,48.65,421.30,-87.891,1002.441,31.738,0.885,0.336,0.832,12.900,40.350,13.050,0,65,3.26,0.06,0.01,0,20,
1208806,37.75,96366,10.69,48.83,421.22,-82.520,1006.348,34.180,-0.107,2.084,-0.679,14.850,40.200,13.500,0,65,3.26,0.06,0.01,0,20,
1210387,37.76,96367,10.70,48.65,421.13,-88.867,1003.906,39.551,2.534,1.298,0.542,14.400,42.000,12.600,1,65,3.25,0.06,0.01,0,20,
1211964,37.77,96368,10.69,48.83,421.22,-84.961,995.117,30.762,0.023,-1.588,-0.366,15.600,39.900,12.450,0,65,3.25,0.06,0.01,0,20,
1213541,37.78,96368,10.71,48.83,421.13,-90.332,1001.953,41.504,0.771,-2.786,0.023,14.250,41.400,13.200,0,65,3.26,0.06,0.01,0,20,
1215119,37.79,96367,10.71,48.85,421.22,-98.633,1002.930,29.297,0.641,1.153,-1.840,14.550,40.200,15.300,1,65,3.26,0.06,0.01,0,20,
1216700,37.80,96366,10.71,48.63,421.30,-92.285,1000.488,32.715,0.069,-0.870,3.733,15.150,41.250,13.350,1,65,3.25,0.06,0.01,0,20,
1218277,37.81,96366,10.71,48.46,421.22,-97.656,988.769,38.574,3.015,-1.435,-0.511,12.900,38.850,13.050,0,65,3.27,0.06,0.01,0,20,
1219855,37.82,96367,10.72,48.74,421.22,-93.262,999.023,39.551,3.122,0.305,1.611,13.200,39.600,14.100,0,65,3.26,0.06,0.01,0,20,
1221432,37.84,96368,10.72,48.71,421.13,-87.402,996.094,48.340,-2.237,2.244,-2.076,13.800,40.950,13.500,2,65,3.26,0.06,0.01,0,20,
1223013,37.84,96367,10.73,48.71,421.13,-83.984,1004.883,23.926,1.275,-1.160,-0.695,14.700,38.850,13.350,0,67,3.35,0.06,0.01,0,20,
1224590,37.85,96368,10.72,48.65,421.22,-87.891,1002.441,26.855,-1.443,3.076,-1.214,13.800,39.900,13.500,0,67,3.37,0.06,0.01,0,20,
1226167,37.87,96368,10.73,48.46,421.13,-98.145,1009.277,40.039,0.534,2.252,-0.771,13.800,39.900,13.200,0,67,3.36,0.06,0.01,0,20,
1227744,37.87,96367,10.74,48.49,421.22,-85.937,1001.953,31.738,-1.031,3.206,-0.374,14.700,42.000,13.050,0,67,3.36,0.06,0.01,0,20,
1229333,37.88,96367,10.74,48.37,421.22,-90.820,1007.324,31.250,1.664,1.618,0.481,14.250,40.650,13.500,0,67,3.35,0.06,0.01,0,20,
1230910,37.89,96367,10.74,48.35,421.30,-85.449,1009.277,40.039,-1.916,3.931,-3.450,14.700,40.800,14.100,4,67,3.36,0.06,0.01,0,20,
1232488,37.90,96367,10.75,48.60,421.30,-76.660,1010.254,41.016,0.992,1.511,-0.092,15.150,41.550,14.100,0,67,3.36,0.06,0.01,0,20,
1234064,37.91,96367,10.75,48.32,421.22,-80.566,995.605,35.156,1.038,1.145,-0.641,16.200,40.800,14.400,15,67,3.36,0.06,0.01,0,20,
1235644,37.92,96367,10.76,48.49,421.30,-78.613,999.023,35.645,0.435,0.481,3.458,13.950,40.050,14.100,0,67,3.35,0.06,0.01,0,20,
1237222,37.93,96366,10.77,48.40,421.30,-88.379,1005.371,42.969,-2.275,3.290,-3.191,13.500,41.700,13.500,18,67,3.36,0.06,0.01,0,20,
1238799,37.94,96366,10.76,48.43,421.22,-80.566,1007.324,44.434,0.389,-1.076,0.328,15.300,41.400,14.250,15,67,3.36,0.06,0.01,0,20,
1240377,37.95,96367,10.76,48.43,421.13,-72.266,1003.418,51.270,2.504,0.847,-1.763,13.650,41.550,15.150,15,67,3.35,0.06,0.01,0,20,
1241958,37.96,96368,10.76,48.26,421.22,-94.727,998.047,28.809,-1.824,3.634,-2.061,13.800,39.450,13.500,15,67,3.35,0.06,0.01,0,20,
1243535,37.97,96367,10.76,48.35,421.22,-94.238,1007.812,32.715,-1.611,3.504,-1.374,15.450,41.250,12.600,2,67,3.36,0.06,0.01,0,20,
1245111,37.98,96367,10.76,48.24,421.13,-84.473,1001.465,25.391,1.076,-1.076,-0.107,14.850,40.950,14.250,16,67,3.36,0.06,0.01,0,20,
1246688,37.99,96368,10.76,48.32,421.13,-86.914,995.605,38.086,3.130,0.290,-1.870,15.150,39.300,12.600,15,67,3.35,0.06,0.01,0,20,
1248263,38.00,96368,10.75,48.37,421.04,-76.172,995.605,37.109,2.328,0.176,-0.176,16.200,40.800,14.100,15,67,3.37,0.06,0.01,0,20,
1249841,38.00,96368,10.75,48.43,421.13,-90.332,998.535,37.109,0.473,-0.328,-1.794,15.150,42.000,12.600,16,67,3.36,0.06,0.01,0,20,
1251418,38.01,96368,10.75,48.18,421.04,-77.148,1003.418,51.270,0.672,0.435,0.656,14.700,41.550,13.050,1,67,3.36,0.06,0.01,0,20,
1252998,38.02,96368,10.75,48.32,421.04,-90.332,1003.418,41.992,-1.366,2.840,-4.542,15.150,40.800,14.100,0,67,3.35,0.06,0.01,0,20,
1254575,38.03,96368,10.75,48.46,421.04,-76.660,994.141,43.457,2.916,0.053,-0.908,15.300,39.900,14.700,0,67,3.37,0.06,0.01,0,20,
1256153,38.04,96368,10.75,48.18,421.13,-84.473,992.676,40.039,2.206,0.649,0.153,14.550,40.200,14.700,0,67,3.36,0.06,0.01,0,20,
1257730,38.05,96368,10.76,48.21,421.13,-87.402,1001.465,47.852,-1.405,3.237,-0.244,13.650,40.050,14.400,0,67,3.36,0.06,0.01,0,20,
1259311,38.05,96368,10.75,48.15,421.13,-83.984,1000.000,41.016,1.847,1.427,0.046,14.250,40.950,15.300,0,67,3.35,0.06,0.01,0,20,
1260888,38.06,96368,10.76,48.40,421.04,-79.102,1007.324,40.527,-1.389,0.130,-0.718,12.750,42.150,13.950,0,67,3.36,0.06,0.01,0,20,
1262466,38.07,96368,10.76,48.15,421.22,-79.590,1008.789,36.133,-2.771,4.122,-2.366,15.150,40.800,14.850,0,67,3.36,0.06,0.01,0,20,
1264043,38.08,96368,10.75,48.15,421.22,-84.473,995.117,42.969,-1.992,3.023,-2.924,14.850,40.650,13.200,0,67,3.36,0.06,0.01,0,20,
1265624,38.09,96367,10.74,48.21,421.22,-83.984,990.234,37.598,-2.008,3.618,-1.244,13.050,41.700,13.200,0,68,3.40,0.06,0.01,0,20,
1267201,38.10,96368,10.75,48.21,421.13,-84.473,996.582,52.246,-0.962,3.679,-1.580,13.800,39.450,15.000,0,68,3.41,0.06,0.01,0,20,
1268779,38.10,96368,10.76,48.24,421.13,-87.402,1011.230,49.316,-1.649,0.573,-1.198,14.400,40.800,11.550,0,68,3.41,0.06,0.01,0,20,
1270355,38.11,96368,10.74,48.21,421.13,-91.309,1003.906,41.992,0.267,-0.817,1.588,14.400,40.800,15.150,0,68,3.41,0.06,0.01,0,20,
1271934,38.12,96368,10.74,48.24,421.13,-82.520,1008.301,48.340,0.885,0.397,0.443,15.600,40.200,14.700,0,68,3.40,0.06,0.01,0,20,
1273511,38.13,96369,10.72,48.21,420.87,-69.824,1002.441,62.012,-0.344,2.183,-4.305,13.200,40.800,13.350,0,69,3.46,0.07,0.01,0,20,
1275089,38.14,96370,10.71,48.29,420.96,-85.937,1003.906,40.039,-0.084,-1.000,-2.511,15.900,40.050,14.100,0,69,3.46,0.07,0.01,0,20,
1276667,38.14,96369,10.70,48.21,420.96,-87.402,1000.488,46.387,0.084,2.023,-4.382,13.800,40.200,13.950,0,69,3.45,0.07,0.01,0,20,
1278256,38.15,96369,10.67,48.24,421.04,-86.914,1002.930,47.852,-1.366,1.061,-2.672,14.700,41.550,12.600,0,68,3.42,0.06,0.01,0,20,
1279833,38.16,96368,10.66,48.21,421.13,-94.238,997.559,37.598,-2.626,5.504,-2.557,16.650,40.800,13.350,0,69,3.46,0.07,0.01,0,20,
1281411,38.17,96369,10.65,48.35,421.04,-86.426,1001.953,45.898,2.450,1.595,0.260,14.550,42.900,13.500,0,69,3.46,0.07,0.01,0,20,
1282988,38.17,96367,10.62,48.18,421.13,-83.008,999.512,41.504,1.191,1.489,-1.374,12.150,40.050,13.800,0,69,3.45,0.07,0.01,0,20,
1284569,38.18,96368,10.61,48.35,421.13,-79.590,989.258,31.738,-4.275,2.130,-1.290,14.400,41.250,16.200,0,68,3.42,0.06,0.01,0,20,
1286146,38.19,96367,10.59,48.32,421.13,-85.449,1009.277,39.551,1.840,-0.519,-0.168,14.550,40.650,14.250,2,68,3.41,0.06,0.01,0,20,
1287721,38.20,96368,10.58,48.46,421.13,-85.449,995.117,44.434,-0.489,0.618,1.817,14.850,40.950,13.500,0,68,3.41,0.06,0.01,0,20,
1289298,38.21,96367,10.56,48.40,421.22,-91.309,1005.371,39.062,-0.298,1.145,3.382,14.550,39.900,13.200,0,68,3.40,0.06,0.01,0,20,
1290880,38.21,96368,10.55,48.37,421.04,-81.055,1001.953,41.992,-1.534,3.260,-2.145,15.150,40.350,14.100,16,68,3.42,0.06,0.01,0,20,
1292455,38.22,96368,10.55,48.40,421.13,-76.660,994.629,32.227,-1.244,2.473,-1.496,14.250,40.650,13.500,0,68,3.41,0.06,0.01,0,20,
1294032,38.23,96369,10.53,48.26,421.13,-90.820,1001.953,42.480,-1.366,2.977,-1.176,14.400,39.300,13.350,17,68,3.41,0.06,0.01,0,20,
1295609,38.23,96367,10.51,48.43,421.22,-85.937,1008.301,36.621,-0.824,3.832,-3.450,15.150,40.350,13.800,0,68,3.40,0.06,0.01,0,20,
1297191,38.24,96367,10.51,48.24,421.22,-68.359,1004.394,44.434,1.382,-1.771,-0.809,13.800,39.150,14.700,0,68,3.41,0.06,0.01,0,20,
1298768,38.24,96366,10.51,48.37,421.30,-103.516,994.629,36.621,-1.885,2.992,-0.947,12.900,40.800,14.400,0,68,3.41,0.06,0.01,0,20,
1300345,38.25,96365,10.50,48.04,421.30,-87.402,1002.930,27.344,-2.046,1.458,-2.718,13.050,41.400,14.250,0,68,3.41,0.06,0.01,0,20,
1301921,38.26,96367,10.50,48.07,421.22,-78.613,1012.207,45.410,0.595,-0.847,2.969,13.950,41.550,13.800,15,68,3.40,0.06,0.01,0,20,
1303502,38.27,96367,10.51,47.96,421.22,-75.684,1000.000,44.434,-0.573,2.817,-3.412,13.500,40.200,14.700,12,68,3.41,0.06,0.01,0,20,
1305079,38.28,96367,10.51,48.07,421.13,-85.937,994.141,49.316,-3.809,1.939,-0.397,13.650,39.300,13.350,0,68,3.41,0.06,0.01,0,20,
1306657,38.28,96367,10.51,48.10,421.22,-62.988,1004.394,54.687,-1.855,2.534,-2.145,14.400,39.600,13.050,2,68,3.40,0.06,0.01,0,20,
1308234,38.29,96367,10.52,48.10,421.22,-84.961,1006.348,49.316,-0.817,1.977,-0.893,12.750,39.900,13.950,14,68,3.42,0.06,0.01,0,20,
1309813,38.30,96366,10.54,48.07,421.22,-79.102,1000.000,33.203,-1.420,0.817,-2.542,13.950,40.350,13.350,0,68,3.41,0.06,0.01,0,20,
1311389,38.30,96367,10.54,47.77,421.22,-89.844,1010.742,43.945,1.076,-1.389,2.519,13.800,39.450,12.750,4,68,3.41,0.06,0.01,0,20,
1312966,38.31,96367,10.55,47.79,421.13,-84.473,996.582,49.316,1.092,1.611,-0.137,13.500,40.950,14.700,0,69,3.45,0.07,0.01,0,20,
1314543,38.32,96367,10.55,47.88,421.22,-83.984,1012.695,36.133,2.733,-0.893,-4.130,13.800,40.950,13.950,0,69,3.47,0.07,0.01,0,20,
1316125,38.32,96367,10.54,47.85,421.22,-91.309,1001.465,34.668,0.405,-1.397,0.794,13.650,40.050,14.100,0,69,3.46,0.07,0.01,0,20,
1317702,38.33,96368,10.56,47.55,421.13,-82.031,995.117,41.992,-0.565,-1.168,0.412,14.550,39.900,14.700,0,69,3.46,0.07,0.01,0,20,
1319280,38.33,96367,10.56,47.60,421.13,-80.566,997.070,44.434,0.748,-2.244,2.191,16.350,41.400,14.250,0,70,3.50,0.07,0.01,0,20,
1320857,38.34,96367,10.57,47.88,421.22,-90.820,1011.719,41.504,1.443,1.046,2.992,12.900,41.550,13.350,0,70,3.52,0.07,0.01,0,20,
1322438,38.34,96367,10.57,47.55,421.22,-87.891,1001.953,33.691,-1.496,3.901,-0.061,15.150,40.350,13.350,15,71,3.56,0.07,0.01,0,20,
1324016,38.35,96367,10.56,47.58,421.22,-89.355,998.535,48.828,-0.885,0.351,0.298,14.400,40.050,15.600,15,71,3.56,0.07,0.01,0,20,
1325593,38.36,96367,10.56,47.77,421.22,-86.914,1001.465,45.410,-3.214,4.450,-2.160,14.250,41.700,14.700,14,71,3.55,0.07,0.01,0,20,
1327170,38.36,96366,10.57,47.69,421.30,-67.871,998.535,40.527,-1.611,1.420,-0.733,15.450,40.800,13.350,15,71,3.56,0.07,0.01,0,20,
1328759,38.37,96366,10.56,47.77,421.22,-74.707,1008.301,51.758,0.252,0.878,2.069,13.200,41.250,14.850,15,71,3.56,0.07,0.01,0,20,
1330336,38.37,96367,10.56,47.58,421.13,-88.867,1008.789,38.574,-1.664,0.435,-1.244,14.850,40.650,14.250,15,71,3.56,0.07,0.01,0,20,
1331913,38.38,96367,10.56,47.77,421.22,-71.289,1003.906,49.805,-2.038,2.351,0.985,14.700,41.250,14.400,16,71,3.55,0.07,0.01,0,20,
1333491,38.39,96366,10.56,47.69,421.39,-75.684,997.070,42.969,-2.229,2.267,0.015,15.150,40.050,15.150,15,70,3.51,0.07,0.01,0,20,
1335072,38.39,96365,10.55,47.71,421.48,-76.660,1005.371,40.527,-1.160,-0.176,-1.771,15.150,41.250,13.800,15,71,3.56,0.07,0.01,0,20,
1336649,38.40,96365,10.54,47.47,421.39,-84.961,1000.976,43.457,-2.160,5.023,-1.046,13.650,41.250,13.350,14,71,3.55,0.07,0.01,0,20,
1338225,38.40,96366,10.55,47.74,421.39,-83.008,991.699,49.316,-2.817,4.473,-2.473,14.400,41.550,14.400,15,70,3.52,0.07,0.01,0,20,
1339802,38.41,96365,10.54,47.63,421.39,-79.590,1004.883,34.668,2.496,-0.328,1.298,15.150,41.250,13.350,0,70,3.51,0.07,0.01,0,20,
1341383,38.41,96366,10.54,47.55,421.39,-76.660,1016.601,33.203,-1.122,3.008,-0.282,14.850,40.950,13.950,15,70,3.51,0.07,0.01,0,20,
1342961,38.42,96365,10.55,47.69,421.48,-80.566,998.535,38.086,-1.359,2.832,-2.443,15.150,40.350,15.150,15,71,3.55,0.07,0.01,0,20,
1344538,38.43,96365,10.54,47.74,421.39,-70.313,992.676,57.617,1.237,-0.916,1.580,15.300,41.400,14.700,16,70,3.52,0.07,0.01,0,20,
1346116,38.43,96365,10.53,47.52,421.48,-72.754,1004.394,38.086,2.031,0.076,0.702,14.850,40.950,13.500,14,70,3.51,0.07,0.01,0,20,
1347697,38.43,96364,10.53,47.44,421.56,-91.797,1000.976,49.805,-0.496,-0.687,-0.420,15.300,41.400,13.200,11,70,3.51,0.07,0.01,0,20,
1349274,38.44,96365,10.54,47.55,421.39,-81.543,999.512,32.715,0.130,-0.817,-0.221,14.700,40.050,12.300,15,70,3.50,0.07,0.01,0,20,
1350852,38.45,96365,10.52,47.55,421.48,-86.914,1005.859,33.691,-3.489,3.122,0.504,13.950,41.550,14.100,16,69,3.47,0.07,0.01,0,20,
1352435,38.45,96364,10.51,47.77,421.48,-87.891,1004.883,47.852,-4.427,3.176,0.221,14.550,40.200,14.250,14,69,3.46,0.07,0.01,0,20,
1354014,38.45,96364,10.52,47.52,421.48,-83.008,1004.883,55.664,4.519,1.916,1.321,13.950,42.000,15.150,15,69,3.46,0.07,0.01,0,20,
1355591,38.46,96364,10.49,47.71,421.39,-76.172,986.816,32.227,1.443,-0.748,-2.328,13.950,40.050,14.100,15,69,3.45,0.07,0.01,0,20,
1357169,38.47,96365,10.49,47.63,421.39,-84.473,1006.348,43.945,2.382,1.267,1.076,13.200,40.050,14.400,16,68,3.41,0.06,0.01,0,20,
1358746,38.47,96365,10.46,47.71,421.39,-84.473,981.934,41.504,-2.153,4.969,-2.221,13.650,40.050,14.100,16,68,3.41,0.06,0.01,0,20,
1360328,38.47,96363,10.45,47.79,421.56,-87.402,996.094,37.598,0.641,0.084,0.641,15.600,40.200,14.700,15,68,3.41,0.06,0.01,0,20,
1361906,38.48,96364,10.45,47.93,421.48,-77.637,992.187,48.828,-1.107,4.519,-2.061,14.700,41.550,13.800,16,68,3.40,0.06,0.01,0,20,
1363483,38.48,96364,10.43,47.71,421.56,-77.637,998.047,65.918,1.679,-0.412,-1.695,13.800,40.200,16.500,15,68,3.41,0.06,0.01,0,20,
1365061,38.49,96363,10.41,47.79,421.56,-81.055,1004.394,42.480,0.382,0.450,-0.832,13.800,42.150,12.450,15,68,3.41,0.06,0.01,0,20,
1366642,38.49,96363,10.42,47.58,421.65,-76.172,1007.812,71.289,-1.313,3.992,-2.206,13.950,39.600,14.400,14,68,3.40,0.06,0.01,0,20,
1368219,38.50,96362,10.42,47.82,421.56,-82.520,1007.324,26.367,-3.351,2.710,2.053,16.050,41.700,13.950,16,68,3.42,0.06,0.01,0,20,
1369797,38.50,96363,10.41,47.82,421.65,-88.379,1011.230,41.992,1.672,1.924,-0.374,15.300,40.200,14.700,15,68,3.41,0.06,0.01,0,20,
1371374,38.51,96362,10.42,47.82,421.65,-92.285,1003.906,28.809,-1.527,1.008,4.626,16.050,41.400,15.000,15,68,3.41,0.06,0.01,0,20,
1372956,38.51,96363,10.41,47.77,421.65,-77.148,1004.394,41.504,2.298,0.695,-1.122,13.050,40.650,14.250,15,68,3.40,0.06,0.01,0,20,
1374533,38.52,96362,10.40,47.88,421.65,-95.215,990.234,38.574,-1.534,3.664,-0.603,13.950,41.250,14.100,16,68,3.42,0.06,0.01,0,20,
1376110,38.52,96362,10.41,47.77,421.74,-89.355,994.629,19.531,-0.565,1.733,-2.244,16.350,41.700,15.300,16,68,3.41,0.06,0.01,0,20,
1377697,38.53,96362,10.41,47.99,421.65,-83.984,996.582,39.062,-2.939,2.153,0.153,14.700,41.550,14.850,19,68,3.41,0.06,0.01,0,20,
1379272,38.53,96362,10.41,47.99,421.65,-71.289,1002.441,22.949,-1.969,2.420,-0.603,14.850,40.200,11.700,17,68,3.40,0.06,0.01,0,20,
1380850,38.54,96364,10.40,47.85,421.56,-77.637,998.535,41.992,-0.733,1.947,-1.878,13.500,40.950,13.950,15,67,3.36,0.06,0.01,0,20,
1382427,38.54,96364,10.40,47.96,421.48,-83.496,1010.742,45.410,-2.084,2.427,-2.473,15.150,40.800,14.100,16,67,3.36,0.06,0.01,0,20,
1384006,38.54,96364,10.39,48.12,421.39,-83.496,996.582,38.574,-0.160,2.786,-1.611,15.450,40.350,13.800,15,67,3.36,0.06,0.01,0,20,
1385582,38.55,96365,10.37,48.04,421.30,-79.102,1001.953,39.551,-0.061,2.053,-1.573,13.800,40.200,14.250,15,67,3.35,0.06,0.01,0,20,
1387159,38.56,96366,10.36,48.12,421.39,-92.285,1000.488,32.715,-3.420,3.916,-3.427,14.250,40.950,13.500,15,65,3.26,0.06,0.01,0,20,
1388735,38.56,96365,10.34,48.10,421.48,-101.074,985.840,34.668,-3.038,1.298,-1.481,14.400,41.550,14.400,15,65,3.26,0.06,0.01,0,20,
1390316,38.56,96366,10.32,48.21,421.22,-84.473,990.234,39.062,2.664,1.840,0.641,15.150,42.000,13.350,16,65,3.25,0.06,0.01,0,20,
1391894,38.57,96367,10.30,48.15,421.22,-91.309,1005.371,40.039,-1.939,3.634,-0.824,15.150,40.050,15.150,14,65,3.25,0.06,0.01,0,20,
1393471,38.57,96368,10.30,48.29,421.04,-82.031,991.699,34.668,1.450,-0.763,-0.038,15.450,40.050,13.800,16,65,3.26,0.06,0.01,0,20,
1395048,38.58,96369,10.28,48.43,421.22,-94.238,1002.930,43.945,-1.374,-0.244,-0.534,15.600,39.900,13.500,16,65,3.26,0.06,0.01,0,20,
1396630,38.58,96367,10.27,48.32,421.22,-95.215,1004.883,26.367,-0.626,2.321,3.038,15.150,40.800,13.800,15,65,3.25,0.06,0.01,0,20,
1398207,38.59,96367,10.28,48.26,421.22,-84.473,990.723,42.480,1.168,-2.015,-0.992,15.300,40.650,12.750,15,63,3.17,0.06,0.01,0,20,
1399785,38.59,96367,10.27,48.15,421.30,-94.238,1000.000,39.551,-3.847,0.450,-0.977,13.500,42.150,14.250,16,63,3.16,0.06,0.01,0,20,
1401362,38.60,96366,10.28,48.10,421.30,-81.543,1009.277,37.109,0.718,1.214,1.573,14.250,40.950,12.450,20,63,3.16,0.06,0.01,0,20,
1402944,38.60,96367,10.29,48.29,421.22,-99.609,1005.859,42.969,-1.344,3.809,-0.985,13.200,40.350,13.800,15,63,3.15,0.06,0.01,0,20,
1404521,38.61,96367,10.30,48.26,421.22,-84.473,1005.371,44.922,-1.802,3.145,-3.191,12.900,39.300,14.850,15,62,3.11,0.06,0.01,0,20,
1406099,38.61,96367,10.31,48.01,421.22,-90.332,1004.394,37.109,-1.084,1.969,-3.168,14.250,39.900,14.250,15,64,3.21,0.06,0.01,0,20,
1407676,38.62,96367,10.33,48.32,421.22,-85.937,993.652,37.109,1.794,1.580,2.282,14.850,40.200,13.500,15,64,3.21,0.06,0.01,0,20,
1409257,38.62,96367,10.34,48.12,421.30,-80.566,1005.371,24.902,2.863,0.855,-0.740,15.150,40.350,15.900,15,64,3.20,0.06,0.01,0,20,
1410835,38.63,96366,10.35,48.24,421.22,-86.914,1005.371,42.969,-2.038,2.496,-4.313,14.700,40.050,14.100,17,63,3.16,0.06,0.01,0,20,
1412412,38.63,96367,10.35,48.24,421.13,-89.844,995.605,42.969,0.214,0.282,0.573,14.700,39.900,14.700,15,63,3.16,0.06,0.01,0,20,
1413990,38.64,96368,10.36,48.10,421.13,-84.473,1008.789,38.574,0.756,-0.649,1.725,14.700,41.250,14.850,13,64,3.21,0.06,0.01,0,20,
1415571,38.64,96368,10.37,47.88,421.13,-84.473,999.023,31.250,-0.450,1.160,0.000,15.150,40.050,15.150,15,64,3.20,0.06,0.01,0,20,
1417148,38.65,96368,10.37,48.07,421.13,-76.660,1000.488,35.156,-0.794,1.519,-1.130,14.550,40.650,15.300,16,64,3.21,0.06,0.01,0,20,
1418724,38.66,96368,10.37,48.04,421.13,-84.961,997.070,30.273,-1.542,3.939,1.084,14.850,41.700,13.200,16,65,3.26,0.06,0.01,0,20,
1420301,38.66,96367,10.37,48.04,421.22,-86.914,993.652,35.645,-0.534,-0.069,-0.313,13.800,40.950,13.950,15,65,3.26,0.06,0.01,0,20,
1421882,38.67,96368,10.38,48.01,421.13,-90.332,991.699,36.621,-1.832,2.107,-1.053,14.700,40.050,14.850,13,65,3.25,0.06,0.01,0,20,
1423460,38.67,96368,10.36,48.15,421.22,-84.473,993.164,33.691,-1.427,1.160,0.466,14.850,40.200,14.700,15,65,3.26,0.06,0.01,0,20,
1425037,38.68,96367,10.35,48.01,421.22,-86.914,1000.488,45.898,1.931,-0.397,1.733,15.450,40.350,14.400,16,65,3.26,0.06,0.01,0,20,
1426614,38.68,96367,10.34,48.15,421.22,-98.633,1010.254,45.410,-1.069,3.725,-3.061,14.400,42.750,14.850,15,65,3.25,0.06,0.01,0,20,
1428203,38.69,96367,10.34,48.26,421.22,-101.562,1002.930,46.387,-0.351,-0.244,0.527,14.550,39.900,14.700,14,64,3.22,0.06,0.01,0,20,
1429780,38.69,96368,10.33,48.37,421.13,-78.125,995.605,31.250,-1.099,3.649,-1.450,15.600,41.700,13.200,15,64,3.21,0.06,0.01,0,20,
1431358,38.70,96367,10.32,48.04,421.22,-82.031,1006.836,38.086,0.641,-0.244,0.443,13.800,42.150,15.750,15,64,3.21,0.06,0.01,0,20,
1432935,38.71,96367,10.30,48.01,421.22,-87.402,1002.930,39.062,1.779,0.160,1.107,13.800,42.450,13.200,16,65,3.25,0.06,0.01,0,20,
1434516,38.71,96366,10.29,48.12,421.39,-94.727,994.629,44.922,-3.427,3.099,-3.389,14.400,40.050,13.050,15,65,3.27,0.06,0.01,0,20,
1436094,38.72,96366,10.28,48.18,421.30,-86.914,1008.789,29.785,0.824,0.244,-0.359,13.800,40.950,13.200,16,65,3.26,0.06,0.01,0,20,
1437671,38.72,96366,10.26,48.10,421.22,-75.684,1007.324,32.715,0.824,0.107,-0.389,13.800,40.200,14.700,15,65,3.26,0.06,0.01,0,20,
1439248,38.73,96367,10.26,48.10,421.13,-93.750,991.699,44.434,-3.015,2.817,-0.985,14.850,41.700,13.950,15,65,3.25,0.06,0.01,0,20,
1440828,38.74,96367,10.25,48.01,421.22,-83.008,998.047,38.574,-0.282,-1.656,-1.351,14.700,40.800,14.100,15,65,3.26,0.06,0.01,0,20,
1442405,38.75,96368,10.24,48.15,421.13,-86.914,999.023,34.180,-0.611,-0.084,3.107,15.300,40.950,14.250,15,65,3.26,0.06,0.01,0,20,
1443983,38.75,96368,10.24,48.26,421.22,-89.844,999.512,44.434,-1.275,2.908,-2.588,14.250,41.400,15.000,0,65,3.26,0.06,0.01,0,20,
1445561,38.76,96367,10.24,48.26,421.30,-83.984,1000.976,34.668,-4.443,1.664,-2.710,13.800,40.200,15.300,15,65,3.25,0.06,0.01,0,20,
